image_id,id,group,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
000001.jpg,2880,train,99.33333587646484,95.54563903808594,152.0,91.3914794921875,120.0,129.2981719970703,118.66667175292969,140.72210693359375,166.6666717529297,135.0101318359375
000018.jpg,2464,distractors,98.99697875976562,103.42857360839844,163.9637451171875,106.85714721679688,128.38670349121094,130.2857208251953,96.6767349243164,146.2857208251953,158.5498504638672,149.1428680419922
000020.jpg,2782,train,98.98666381835938,94.2487564086914,155.6479949951172,98.06964874267578,121.51466369628906,113.35323333740234,95.57333374023438,147.7412872314453,141.31199645996094,152.19900512695312
000031.jpg,9181,train,88.92035675048828,120.8320083618164,152.92034912109375,118.78400421142578,119.50442504882812,155.64801025390625,83.25663757324219,175.10400390625,154.6194610595703,174.59201049804688
000032.jpg,268,train,98.9579849243164,105.8133316040039,142.70028686523438,102.4000015258789,121.9047622680664,131.75466918945312,106.12885284423828,157.6959991455078,140.5490264892578,157.6959991455078
000046.jpg,6318,train,98.1077880859375,106.38961029052734,167.08982849121094,110.822509765625,128.7664794921875,138.52813720703125,99.6407241821289,148.50216674804688,160.9580841064453,152.93505859375
000054.jpg,8443,train,99.03158569335938,107.0722427368164,161.68421936035156,107.0722427368164,128.0,134.81369018554688,96.33684539794922,147.46768188476562,164.3789520263672,148.92774963378906
000056.jpg,545,distractors,114.88780212402344,96.0,175.4536590576172,103.48052215576172,152.97561645507812,124.67532348632812,111.14146423339844,140.88311767578125,156.72195434570312,145.87013244628906
000069.jpg,4627,train,101.44891357421875,89.4137191772461,171.19503784179688,89.9459457397461,136.3219757080078,105.91268157958984,116.50773620605469,135.18502807617188,158.51393127441406,136.78170776367188
000085.jpg,5127,distractors,99.15316772460938,107.16278839111328,157.09658813476562,100.66807556152344,131.1219482421875,133.1416473388672,115.13755798339844,147.5743408203125,166.08779907226562,142.5229034423828
000091.jpg,4915,distractors,99.26530456542969,107.03179168701172,153.25169372558594,105.15403747558594,128.0,133.9462127685547,107.97278594970703,148.34230041503906,150.6394500732422,147.09046936035156
000099.jpg,8289,train,98.46154022216797,106.99690246582031,160.82052612304688,108.58203887939453,131.2820587158203,135.52940368652344,95.17948913574219,149.0030975341797,160.82052612304688,149.795654296875
000107.jpg,8833,train,98.1077880859375,106.38961029052734,164.02395629882812,103.06493377685547,134.89820861816406,131.8787841796875,102.70658874511719,148.50216674804688,168.6227569580078,145.177490234375
000114.jpg,7256,distractors,98.90908813476562,97.43283081054688,153.7662353515625,93.6119384765625,132.9870147705078,123.54228210449219,111.37662506103516,142.00994873046875,159.58441162109375,135.00497436523438
000130.jpg,167,distractors,98.83544921875,107.0545425415039,149.06329345703125,107.0545425415039,121.51898956298828,134.9818115234375,102.0759506225586,148.94544982910156,142.582275390625,147.7818145751953
000131.jpg,7222,distractors,92.61788177490234,127.14093780517578,150.89430236816406,120.2684555053711,109.2682876586914,158.06710815429688,99.90243530273438,174.38926696777344,162.34146118164062,170.09396362304688
000137.jpg,3602,train,108.91636657714844,105.12077331542969,160.11636352539062,104.50241088867188,152.66909790039062,131.09178161621094,97.74545288085938,145.93235778808594,148.01454162597656,147.16908264160156
000139.jpg,5026,train,98.71895599365234,96.7960205078125,148.9150390625,94.2487564086914,110.4313735961914,123.54228210449219,100.39215850830078,138.82586669921875,148.9150390625,138.82586669921875
000143.jpg,5787,train,78.51546478271484,104.29629516601562,151.75257873535156,103.86531829833984,107.54638671875,131.44781494140625,79.17525482177734,152.56565856933594,150.4329833984375,151.27272033691406
000157.jpg,5311,train,106.3724136352539,86.4591064453125,165.9586181640625,86.12137603759766,136.8275909423828,110.77572631835938,113.43447875976562,134.07916259765625,160.6620635986328,132.3905029296875
000162.jpg,3055,distractors,98.90909576416016,72.64865112304688,155.15151977539062,102.0540542602539,102.78787994384766,98.59459686279297,62.06060791015625,124.54054260253906,110.54545593261719,150.4864959716797
000164.jpg,9490,train,79.56756591796875,91.64800262451172,135.61080932617188,92.16000366210938,101.01622009277344,116.73600769042969,80.25946044921875,143.87200927734375,131.45945739746094,142.84800720214844
000168.jpg,2463,distractors,109.7896957397461,107.06702423095703,183.1587677001953,105.86595153808594,158.35052490234375,138.46649169921875,99.23299407958984,148.9329833984375,176.03298950195312,146.5308380126953
